[2026-06-04T20:19:45.850+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-06-04T20:19:45.888+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-06-04T20:15:00+00:00 [queued]>
[2026-06-04T20:19:45.899+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-06-04T20:15:00+00:00 [queued]>
[2026-06-04T20:19:45.900+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-06-04T20:19:45.914+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-06-04 20:15:00+00:00
[2026-06-04T20:19:45.929+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-06-04T20:15:00+00:00', '--job-id', '342', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp23ct7cys']
[2026-06-04T20:19:45.932+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=89306) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-06-04T20:19:45.935+0000] {standard_task_runner.py:91} INFO - Job 342: Subtask load_snowflake
[2026-06-04T20:19:45.935+0000] {standard_task_runner.py:64} INFO - Started process 89312 to run task
[2026-06-04T20:19:46.022+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-06-04T20:15:00+00:00 [running]> on host 125711930d3c
[2026-06-04T20:19:46.145+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-06-04T20:15:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-06-04T20:15:00+00:00'
[2026-06-04T20:19:46.146+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-06-04T20:19:46.187+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-06-04T20:19:46.188+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-06-04T20:19:47.734+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528763.json to Snowflake stage
[2026-06-04T20:19:48.055+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528782.json to Snowflake stage
[2026-06-04T20:19:48.391+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528791.json to Snowflake stage
[2026-06-04T20:19:48.659+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528801.json to Snowflake stage
[2026-06-04T20:19:48.992+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528811.json to Snowflake stage
[2026-06-04T20:19:49.301+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528820.json to Snowflake stage
[2026-06-04T20:19:49.613+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528830.json to Snowflake stage
[2026-06-04T20:19:49.873+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528839.json to Snowflake stage
[2026-06-04T20:19:50.205+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528849.json to Snowflake stage
[2026-06-04T20:19:50.785+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528858.json to Snowflake stage
[2026-06-04T20:19:51.113+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528868.json to Snowflake stage
[2026-06-04T20:19:51.592+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528877.json to Snowflake stage
[2026-06-04T20:19:51.955+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528886.json to Snowflake stage
[2026-06-04T20:19:52.316+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528896.json to Snowflake stage
[2026-06-04T20:19:52.582+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528906.json to Snowflake stage
[2026-06-04T20:19:52.834+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528915.json to Snowflake stage
[2026-06-04T20:19:53.125+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528925.json to Snowflake stage
[2026-06-04T20:19:53.415+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528934.json to Snowflake stage
[2026-06-04T20:19:53.669+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528943.json to Snowflake stage
[2026-06-04T20:19:53.916+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528953.json to Snowflake stage
[2026-06-04T20:19:54.191+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528963.json to Snowflake stage
[2026-06-04T20:19:54.468+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528972.json to Snowflake stage
[2026-06-04T20:19:54.753+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528982.json to Snowflake stage
[2026-06-04T20:19:55.127+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780528991.json to Snowflake stage
[2026-06-04T20:19:55.386+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529001.json to Snowflake stage
[2026-06-04T20:19:55.632+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529010.json to Snowflake stage
[2026-06-04T20:19:55.889+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529020.json to Snowflake stage
[2026-06-04T20:19:56.235+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529030.json to Snowflake stage
[2026-06-04T20:19:56.508+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529039.json to Snowflake stage
[2026-06-04T20:19:56.904+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529049.json to Snowflake stage
[2026-06-04T20:19:57.273+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529058.json to Snowflake stage
[2026-06-04T20:19:57.533+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1780529068.json to Snowflake stage
